population_thousands,industrial_output_index,avg_temperature_c,precipitation_mm,water_pricing_tier,infrastructure_age_years,leakage_rate_percent,agricultural_share_percent,conservation_programs,metering_coverage,climate_type,economic_development,water_consumption_ml_per_capita
986.0,76.35067372066696,22.4572448207425,31.53560955322329,High,,24.529770107593713,47.963428756942236,Comprehensive,Complete,Arid,High,438.15132255454085
,66.10126183258954,22.559827346293943,221.80888932390403,Very High,14.548164633525111,33.316787277195374,47.61573685782346,,Complete,Temperate,High,365.543706705603
599.0,29.645635165797167,32.59543987610869,277.50465479580896,Very High,65.61065145567571,27.3476334412941,37.183181789276716,Advanced,Complete,Humid,High,346.5479326524586
103.0,17.86182098460004,22.622686828672023,25.831972442554807,Medium,28.122034064674196,7.697524866274162,57.37572384664816,None,Partial,Humid,High,391.38522460934234
306.0,91.79243597372177,32.49170194505225,167.67876218539084,,,37.983554237936964,9.04370852637026,Advanced,Complete,Semi-Arid,Low,277.22015939665425
317.0,90.35897208178173,,142.08861326722447,Very High,79.26777572126818,6.164683258535265,36.74889228016353,Comprehensive,Complete,,Low,451.3279651325014
137.0,23.627959433971725,27.77078843044485,116.880381002005,Very High,93.68727711923276,22.633659747690093,76.05942373221562,Basic,Complete,Arid,High,298.7660326725327
772.0,14.416717403870294,22.315210097865656,52.65439411319037,Low,37.549351273584605,13.590305628713287,55.029682877430666,Advanced,Complete,Arid,Low,171.72421090895787
255.0,8.780371029354129,21.794723188435263,219.03095450369298,Low,76.2485550627818,25.021940428796164,48.80312826328665,Advanced,Partial,Arid,,308.56464187837446
517.0,97.93815888653069,18.597341812139042,69.0788310621186,Very High,90.07603952213897,14.098913893357594,,Basic,,Temperate,Medium,114.71219313804004
539.0,56.67408476029511,32.59541262636763,184.60248001703192,High,27.405851421340465,19.72375474875878,49.72111508912411,Basic,Complete,Humid,High,313.7670711015286
125.0,3.196697612884003,33.963870109659496,76.40124013962044,High,58.20718493892447,27.611698188394442,10.429055969595487,Basic,Partial,Semi-Arid,Medium,252.34509397477896
930.0,46.762430705179,16.19904807464646,42.81823622721799,Low,39.40855376324792,18.857515853793586,11.492846624903592,Basic,Complete,,Medium,456.6448185401411
369.0,67.74253785072483,21.470135375798346,,Low,88.27788430682436,12.4743987599818,19.269393358143788,Basic,Partial,Arid,,340.2790764967284
879.0,58.43073377698739,16.987224944325018,164.69075867159918,Low,66.70406390165451,14.356239484322677,33.892854070450184,Comprehensive,Complete,Humid,Low,470.4105504358941
576.0,,15.293911819140906,163.41355649376865,High,16.113118052990323,19.989393195466853,77.48369293296666,Basic,Partial,Temperate,Medium,220.3021688950191
,91.49136767352371,25.90448480652226,18.33980061180632,Very High,36.07098179289869,19.02341894609537,56.593259891295666,Advanced,Complete,Humid,Medium,274.94427978591193
628.0,61.723401281642474,32.94813628107133,86.14240476986917,Very High,90.76121627363325,19.58102192818981,44.39418190296436,Comprehensive,Partial,Humid,Low,338.06851242812075
138.0,84.92358431326697,11.536549765541356,133.03077570537323,High,58.64441957244351,17.29158971002971,40.43982846022837,Advanced,Partial,Semi-Arid,Low,229.20363532738583
905.0,72.61871162283585,17.91251198669431,101.77829890167222,High,11.033269058751502,8.214395630466914,49.753674807202074,None,Complete,Temperate,High,461.8480077684953
123.0,47.41725658146967,13.075374006873197,27.929599628921732,Medium,59.96242177061481,29.28471254045534,2.2897476808957595,None,Complete,Semi-Arid,Medium,
364.0,96.85601490015848,22.54571494555205,223.35041663698973,Medium,22.363946687998478,31.325216662551703,62.433325523525475,None,Complete,Humid,High,380.33759934882494
59.0,64.27943085970188,10.883734831145913,220.3105892639991,High,62.394636752353485,6.6902161384516035,15.394868581035288,Advanced,Complete,Arid,High,164.363615402197
597.0,47.28804791850315,28.847674843555247,31.982506397888276,Very High,59.95780565900236,29.490860630984198,50.554393110938,Advanced,Partial,Arid,Low,177.66579709422518
691.0,18.29022091050968,14.704800996517044,160.5104678027789,,17.33658468734346,21.57976702339121,4.437045835171185,Advanced,,Humid,High,
897.0,73.42562176254242,26.991934087686193,235.99132776397974,High,31.49409491201602,8.626974164803674,38.785997976883365,Basic,Complete,Humid,High,318.9922414249441
117.0,30.743230612521856,22.690733774314687,18.5878735018693,Medium,25.42557865943494,38.928008146214616,23.57285344489422,Advanced,,Arid,Low,
,9.87557383352402,11.758043345717422,81.7961855956186,Very High,41.125974639896796,32.62774522985836,54.174356729829015,None,Complete,Arid,Low,253.47234386850454
812.0,55.45118410554618,34.14020767526955,37.152317364783706,High,,39.8474924414324,56.57835498447489,Comprehensive,Partial,Temperate,High,156.1070006038933
632.0,61.91611372128959,31.567223458800598,36.3952079412567,Medium,63.62643200988311,39.30473538299511,45.37432241532349,Basic,Complete,Humid,Low,83.64756820457785
268.0,70.64778850200358,21.270514206061463,36.704730458338034,Very High,35.087682276024026,7.254441960485479,76.83975517413637,Comprehensive,Complete,Humid,Low,287.17927186876705
960.0,93.53207352992523,23.675196829454784,221.39096324810154,Medium,58.30259103937333,18.431207556046576,5.115150492580556,Comprehensive,Partial,Temperate,High,332.9690815841579
940.0,19.387057216144377,23.002703632258534,246.4626507777362,High,82.54265064543982,37.15829396669089,47.714252480918034,Advanced,Complete,Humid,High,427.44782104830114
419.0,58.71340442498022,19.05919783025555,141.66955429249595,Very High,79.92123983279976,35.477335297816175,37.55552163694066,None,Partial,Arid,Low,458.78601699762515
748.0,55.39611234923031,31.68567445578269,95.53051519958073,High,98.80112967031477,7.654936801640632,73.36759981503047,Basic,Complete,Temperate,Low,483.06701612391913
184.0,47.11993556155949,18.67810769632508,135.13242328375003,Medium,23.841131308415846,30.045015584572038,40.84330227005198,Comprehensive,Complete,Humid,Medium,431.26413037755657
631.0,46.24356932166103,29.204722489734802,194.14536129832302,Low,68.82145715096821,17.852358832547978,33.299417480636386,Comprehensive,Partial,Semi-Arid,Medium,329.40218303497034
133.0,98.35173951274085,12.367640059903007,192.8298340293586,Low,56.26433230292316,14.871325980172582,44.575468979701654,None,Complete,Humid,Low,69.02745832050904
759.0,,31.097342714433267,,Low,48.512560318029664,10.489129789515777,58.7040205268556,Basic,Complete,Temperate,Low,431.21787973762156
315.0,36.85998967168944,20.297613465069585,59.8686038086489,High,66.89652334048128,35.093511517350905,4.751892567907081,None,Complete,Semi-Arid,High,426.35162121418966
979.0,85.89433748665684,30.597107010385315,115.84464780772198,Medium,99.89188734253483,24.011285427765845,29.929514410727343,Basic,Partial,Arid,Low,217.51148277183623
355.0,27.109682132604405,18.1476920245687,137.04912163138076,Very High,90.7913792167217,14.988920749207974,77.74877960632195,Basic,Partial,Temperate,Low,366.6362453144681
582.0,70.90871859758596,33.94151179980656,29.20800741197653,Very High,62.35514784141997,12.585465115433417,63.29632833453692,None,Partial,Semi-Arid,High,78.23190005876846
966.0,5.2222244243272815,12.951652801276042,91.48616532458871,Very High,16.211442378707396,33.541791495934234,62.558363925177474,None,,Humid,High,247.38486176540098
149.0,98.24610945100764,33.3765277437319,46.089231404705146,High,87.85011444065272,35.15599304369212,42.68260936024881,Advanced,Complete,Arid,Medium,408.91794439209264
954.0,9.073788056152065,23.738421794444665,218.5818451131834,High,27.085074618675154,35.598428733293304,75.46433786737116,None,Complete,Arid,Medium,461.41175126888504
608.0,7.232121557424575,,92.3540182351576,Medium,69.27215574531442,17.435323722718245,62.820363686985715,None,Partial,Temperate,High,422.4589349392069
619.0,19.705573596562576,27.85379320470247,216.81235930798013,Low,,12.620590654540694,48.477791782832476,None,Partial,Semi-Arid,High,203.2054226133534
474.0,99.12859846702948,33.5244065269122,93.3650713250193,Low,63.592186907817585,10.930970489001531,34.44956451027184,Comprehensive,Partial,Humid,Low,233.87922773209186
309.0,28.622444923635094,20.30424848072768,43.49738448572964,High,16.63233748594934,14.842688284782477,46.27647423847164,Comprehensive,Complete,Humid,Low,88.14087666761657
774.0,11.993959068744797,19.058823860967095,227.24185596172222,Low,83.76227861852811,15.623675683530587,13.284116921298121,Basic,Partial,Arid,Medium,456.70096689235635
183.0,0.03682835186932243,12.936363635942076,69.22282224505689,Medium,40.940440945140224,23.709494865239204,47.679074756348015,Comprehensive,,Humid,Low,235.90557316707162
494.0,63.551429923544134,25.958829448560138,284.0933372173184,Very High,18.50244137127912,6.537066874129497,30.628276169625195,None,Partial,Arid,Medium,363.5421216802496
470.0,13.105389349928076,27.03588859969733,87.99049820051081,Low,78.28664068246992,22.9696640623199,53.17301807741589,Basic,Complete,Semi-Arid,Low,284.0674182777402
278.0,68.35609389022686,15.479786753294903,244.16444888500692,Very High,38.11605035950002,27.015289360743722,18.2067702150038,None,Partial,Arid,Medium,203.76233466407055
598.0,51.57673232447706,22.21137674025895,128.57291541444962,Low,20.001757170244964,11.574003086037802,4.453369249924108,None,Partial,Temperate,,478.6704983403071
724.0,31.330723216582257,18.79898272294637,143.60800660491128,High,15.466378753015338,32.804114216958865,68.03455568125366,Advanced,Complete,Semi-Arid,Low,341.1311136995688
122.0,56.74546914633633,23.564405114353832,75.27590703422383,Low,98.98783966289842,8.387388990825162,67.7645167425831,,Complete,Humid,Low,475.1237424196059
137.0,73.46322845403412,21.287614127179786,292.2205030611313,High,,34.42094952544838,62.01711354014858,Comprehensive,Complete,Humid,High,105.27818955338891
751.0,28.471860350069345,23.964439817092646,224.09074932973422,Low,79.42539754772939,22.536185944340165,31.976511822377844,Comprehensive,Complete,Humid,High,168.56401360593435
850.0,61.98274057012627,21.495782070603603,150.02620143819746,High,55.203448209924595,9.980723255986318,56.18789926096219,Basic,Partial,Humid,Low,78.47402292964952
28.0,12.633127001436051,30.238570931971882,9.240556012198464,Very High,29.173723171532913,34.7306050142067,77.44571592528503,Basic,Partial,Semi-Arid,High,306.01586370719014
301.0,85.80627792879832,25.627790770588906,203.98098088017477,Medium,82.02528545134997,5.954283748732875,26.30405997810829,Basic,Complete,Temperate,Medium,210.52479076270262
663.0,29.14837705172809,17.949727816953157,297.3673714240714,Very High,67.25891503094044,29.76032912189533,11.775608463542744,Basic,Partial,Humid,Medium,464.63743613724773
62.0,3.0520795627237307,34.70185876960143,271.58967543544634,Low,67.27617065475454,12.83295373670001,66.99429835198009,None,Partial,Temperate,Medium,252.14182812904733
137.0,17.371629558604884,15.367161943226867,184.95355324300252,High,33.483627175887364,5.540730074839249,10.587859981414116,Basic,Partial,Temperate,Medium,440.99504058427925
504.0,39.74122884907274,31.875577480700056,26.569121455667087,Low,17.5033698993445,,36.8441778371999,Comprehensive,Partial,Arid,Medium,204.77078640600732
470.0,70.25714242175215,29.786817083569208,56.667572864522086,Low,19.71450341291765,10.826316691023685,8.163898912277476,Comprehensive,Partial,,High,64.22322401831485
379.0,2.1748584735701626,10.739765703790013,131.25422823618854,Very High,18.01912969583205,22.027382104667545,74.96019202045497,Comprehensive,Partial,Humid,,449.90559987635083
,,14.406360076157323,152.22880351635536,High,94.42542287837941,19.638023511871758,21.03712816826313,None,Partial,,,290.4557716296166
394.0,92.94381346283667,,67.52855150207311,High,19.279278898150242,24.46959695064121,9.90834367653326,None,Complete,Humid,High,318.5356925001721
58.0,19.370256266832754,30.180218843380448,,Very High,55.09814746903432,17.058256850371354,56.66092417119367,None,Partial,Arid,Low,252.23748927293892
203.0,69.80052377192627,26.669333291958115,246.43057962102492,Medium,57.68865422424605,19.194034042759277,71.51954230611535,None,,Semi-Arid,Low,366.6571624911093
193.0,,11.771655400720881,60.48477450117276,High,75.60998097243588,26.49235656031209,14.627865595160587,Basic,,Humid,Low,481.8800318427061
959.0,52.1632865963044,,145.2418497362783,High,95.18250706244761,25.224388551211945,13.34202401698282,Comprehensive,Complete,Semi-Arid,Medium,209.7385789922578
439.0,66.42410651493208,25.016164150940426,212.10160448748792,Low,95.16509900180648,22.910159621175385,29.964389639703903,Advanced,Complete,Semi-Arid,Low,108.69670682413236
399.0,51.28547908646659,30.112407718279375,89.23155359949781,Low,10.984711267718454,6.119479498268818,72.36680100645934,Advanced,Complete,Temperate,Low,168.90271379686703
583.0,94.59101256475854,10.580063823126565,212.92140381404903,High,58.22043540105414,7.67951122186489,42.83757185131864,None,Partial,Arid,Low,143.72108146114743
,62.10817806781706,10.378753861451223,,High,32.625439725957854,25.344506311980364,64.00458660508458,Basic,Complete,Temperate,Medium,188.4180509002624
487.0,75.99221059240959,34.53371048475622,0.5696044311808701,Low,68.94958578475348,15.382847296999639,47.176026347202075,Advanced,Complete,Humid,Medium,
220.0,27.22313675581668,31.808940804408977,114.07751349916256,Medium,36.03425240306251,13.711190953103772,,None,Partial,Semi-Arid,Medium,338.65376206932103
178.0,87.23667476187134,10.376196421276017,255.64626699187986,Medium,11.504386387514504,23.847201574770544,45.582660506342265,Advanced,Partial,Arid,High,165.34286100375112
714.0,,15.841597567743623,126.03978598523217,Very High,65.51798043178201,30.849620964570573,30.093458998062985,Advanced,Complete,Semi-Arid,High,478.4441805009112
374.0,11.30251412294786,26.394211956566764,138.48622552796385,High,83.98709148629405,11.602984869225375,2.735502794222624,Advanced,Complete,Semi-Arid,Medium,271.83019982592134
331.0,18.009441296386196,23.05929056627283,1.6754118532533169,Low,68.39948039237433,35.59200176391016,49.70287077125991,Advanced,Complete,Humid,High,481.52392191837356
494.0,39.362303804937916,32.87067001151713,194.12851791917478,Medium,37.86260958333268,13.306784072318132,,Basic,Complete,Arid,Medium,51.265667323569396
927.0,80.11488128474723,11.357700714129816,31.09199248631934,Medium,98.50626526889194,27.49023152479858,72.2732156675928,Comprehensive,Partial,Temperate,High,293.6803385187136
588.0,6.294103648559868,16.984163293737804,195.81280265811967,Medium,78.27712255319165,17.3316764015644,42.53288749970636,Comprehensive,Partial,Humid,Low,305.2303381015253
130.0,61.85631487426725,27.419197652307364,229.47506960488698,Very High,45.67426863265388,20.746937011496016,54.48360863699817,Advanced,Complete,Semi-Arid,Low,50.4863029611513
,94.17765592115171,10.346461003162135,113.09109174169701,High,32.14539018075608,35.31862916643575,27.48819130724879,Advanced,Complete,,High,236.46730022644022
295.0,3.6460689431827453,29.064048638464882,9.910546819859967,Low,16.578157962075778,38.78963956188107,31.871653223248735,None,Complete,Temperate,Low,202.38084322581025
706.0,99.63131884690934,26.01889192309037,29.081166733534246,High,28.77558002419606,23.57690652102364,1.051887793782651,Comprehensive,Partial,Arid,Medium,205.7337026188351
80.0,31.79112766145159,16.930662773067375,99.97206765587926,High,29.615767764056447,29.187093955795294,71.98040457646803,Basic,Partial,Arid,Medium,197.04822089600975
494.0,89.29878609827597,10.110863489960844,64.76592141709575,Very High,68.69007123321347,10.294251549414652,16.615747521039992,Comprehensive,Complete,Semi-Arid,,84.33629764499483
387.0,19.18496048393915,25.426966883341002,14.116218257406931,,94.19846053787717,14.941959593156499,21.132432841497728,Basic,Complete,Temperate,Low,
924.0,16.038579105248118,15.65771619239128,157.98297628145318,Very High,81.89946246611177,26.594089506459042,41.17262500510282,Comprehensive,Complete,Arid,Medium,297.5583596894762
586.0,1.9999820424241754,17.04165229195008,112.32771634947724,Low,,37.6002549011595,26.336002459725254,None,Complete,Arid,Low,497.30360478211566
682.0,60.73533153508346,21.366566200879188,211.7361534049674,Low,62.78966452028648,34.29507666580706,43.34001100597674,Basic,Partial,Humid,High,469.5837597391168
375.0,92.18391875781772,11.17119154605432,222.1819940118982,Low,86.5241337798545,13.742472952043839,6.365203161927306,None,Complete,Semi-Arid,Medium,269.060415413801
772.0,17.681707961056514,,8.019901160033704,Low,15.165276363845143,22.353456979198477,11.962265708025734,Basic,Complete,Semi-Arid,Medium,206.6425624866678
636.0,84.45612251666257,23.445269931351472,292.6782283446795,High,63.6033550314818,29.69847016233416,,None,Partial,Humid,High,486.4938808211986
166.0,79.37539511445225,23.31249162490331,,Medium,,38.760129574090186,7.810428430278709,Comprehensive,Partial,Temperate,Low,100.11733905129178
849.0,28.46855719247544,10.899274366053799,15.043336977304921,Low,75.3011517395286,29.492082820054016,7.841767812265905,Comprehensive,Partial,Temperate,Medium,270.7390644484435
248.0,82.17295933127959,21.049930775174065,88.74853917617844,Medium,25.503463297342595,33.34427030474823,41.82388188577193,Comprehensive,Partial,Temperate,High,170.40384790126933
337.0,24.826138689582468,,156.21632624522658,,32.09059343836053,20.595630356276082,46.38718850923521,Advanced,Partial,Arid,High,195.12895294983136
99.0,49.05758177423492,23.769159248468483,79.77571121365861,Low,37.52975977738363,31.041069625706214,37.311316240559776,Advanced,Complete,Arid,High,290.5166590492205
796.0,53.62687230541171,,251.5294905336242,High,47.0501516932572,26.839505778352777,17.42173485746762,None,Complete,,Medium,465.66508241237915
475.0,24.72002947438724,28.21592631872854,211.11414156726565,Medium,77.80445846459223,31.42575389511194,49.956707568290184,Basic,Partial,Humid,Low,355.3186432352303
109.0,72.07612718535583,30.156884218281768,124.87109803921699,Medium,19.260205763894216,19.67421347822935,69.23017992433147,Comprehensive,Partial,Temperate,Low,82.08640776240637
187.0,63.17108132345852,21.17207400947361,34.473924010347524,Very High,14.61241899546932,39.96194032313504,48.86348067925489,Advanced,Complete,Arid,High,209.07454745721452
354.0,98.80163214265136,12.985187648666617,,Medium,28.789269152651425,29.562760454277434,20.773520227815602,Advanced,Complete,Humid,Low,413.45186640575093
596.0,28.075779085104724,10.877817002156423,151.16390845051652,High,86.3542063512148,5.684081267424912,21.6876466909412,Advanced,Partial,Humid,High,299.45759630851956
,77.92233206666916,18.649318110098484,295.96714467655084,Medium,34.488613810718896,30.706387851010483,79.75159119477053,Comprehensive,Complete,Semi-Arid,Low,439.1499943737825
757.0,93.20833558899011,25.103060223383487,189.5170767245802,Low,45.01245388189975,22.08753543149386,39.94031043569569,Basic,Complete,Temperate,Medium,338.52591306449176
530.0,11.519622548382136,25.298058685736606,260.28633584460437,Very High,32.07423053146054,25.145218789941328,49.11251275959781,Comprehensive,,Temperate,High,365.96383283770143
126.0,16.083279088773526,29.8743020154337,233.04014892222742,Low,93.83602886632906,29.55287378260185,55.08797773119538,Basic,Partial,Humid,Low,209.96940451364745
955.0,53.71956123976764,22.141295147113865,38.05255009980992,Medium,26.895328915769923,36.91124459882647,9.461941209364202,None,Complete,Humid,Medium,94.38636433218853
454.0,17.733744535520557,26.235170144817218,43.09859700912357,Very High,28.346387644771408,,6.796770475910794,Advanced,Partial,Humid,,441.0643598324215
301.0,34.24984264828438,25.535894024307442,48.341522204042185,Very High,42.79314028847858,20.15005875361293,2.969593504844319,Advanced,Complete,Arid,Low,356.2763743137205
200.0,33.619376992745345,,174.833907426292,Medium,95.51223175562168,35.81245864565437,76.51109224222141,None,Partial,Humid,Medium,264.6325135513454
219.0,31.14855425766968,24.741342010368097,224.39316564930945,Very High,90.44489045173881,24.5155455509426,2.0659002063867327,Basic,Partial,Semi-Arid,High,141.89887443569518
595.0,71.32150013939605,14.319301503710474,124.4310777351079,Low,72.32060762873144,16.935369983098,25.91231029434926,Advanced,Complete,Arid,Low,407.91872707146797
893.0,40.76006062058723,11.236327405550256,62.91365127908944,Very High,,10.14237671877252,43.928415329493625,,Complete,Humid,High,214.49495138319182
11.0,62.189912187339814,22.694336751185624,69.80026247162235,Very High,73.39409489770341,31.885904689840494,40.74032787276039,Advanced,Partial,Arid,High,149.79191922528872
246.0,65.33269895012188,23.907825220062165,144.5278342826873,,26.160313211108342,15.852459829173366,6.342927892196517,Basic,Complete,Temperate,Medium,380.1465720773165
149.0,1.6919043646736576,20.040462524454135,131.45796564439544,Low,70.95286182177996,12.626963775480434,67.38759548240279,Basic,Complete,Arid,High,297.8662683607318
888.0,69.66496708615927,34.97238165228849,138.1564872175807,Very High,10.289165223625975,21.797962133262626,78.60080454541512,None,Complete,Humid,Low,466.9351474431986
881.0,84.07910345460353,15.130804713161659,258.4260897801092,Low,13.15171761192718,32.09803429483052,10.231089764497705,Advanced,Partial,Arid,Low,131.80107405964065
344.0,41.15587542208341,,116.07220061700187,Very High,12.399744323295486,34.67741085289616,16.589759575375076,Basic,Complete,Semi-Arid,Low,224.20668107791593
,,30.938663310944687,184.7949995597308,Medium,84.64812582014738,10.155398724585758,43.897305397264546,Comprehensive,Partial,Humid,High,67.84219244246609
674.0,16.236021339748707,20.39929864115633,124.88738144939498,,12.45103727645869,22.511771844718652,36.48991509685479,Basic,Complete,Humid,Medium,274.79848149040356
798.0,78.37535997065879,34.07527604927164,133.7120841879199,High,44.44370901359836,29.741556105824703,45.52250627019219,Comprehensive,Partial,Humid,Low,113.77402922033224
383.0,70.44648727735495,15.960734838202391,293.17617523943136,High,57.48120955465504,23.42820365009624,0.45672161652749566,Comprehensive,Partial,Humid,Medium,
84.0,,32.995164391405126,76.421252612499,Medium,18.428671093471472,38.25670262776448,68.43947885728971,Advanced,Complete,Semi-Arid,Low,438.0583913387489
218.0,32.57594320959555,27.152132073190675,256.38918346106885,,,7.612035227509204,19.156826553905084,Comprehensive,Partial,Arid,Low,202.66905331946845
546.0,4.448160580394034,19.831565955979055,158.1878641187909,Very High,52.070638951768146,7.971724966400185,75.35677312926833,Advanced,Partial,Semi-Arid,High,398.0703559504426
595.0,8.251174874764033,22.947699614888542,23.392044417704984,Low,,20.0100466435742,,Basic,Partial,Semi-Arid,Low,488.0103599865136
392.0,51.34471282774253,28.390882048654827,68.0715721113033,High,79.01904994777504,18.485014837276005,77.13358610561451,Comprehensive,Partial,Humid,High,461.53284793162186
973.0,56.513733155420056,18.949820040178075,297.584750990751,Low,37.219620363685635,,72.97577352625852,,Complete,Arid,High,352.7645671122498
602.0,26.40152363347479,19.30872591109509,32.84873819569471,Very High,74.43909134467593,9.502901454413642,44.736906149988094,Comprehensive,Partial,,High,104.55226375385203
33.0,38.28046269031253,22.822456742158373,8.932423734218375,Medium,42.67707471486264,25.693385880636765,27.213739347379207,None,Complete,Semi-Arid,Medium,
363.0,21.562230756534216,20.92919277467985,280.4692534464256,High,37.828605796389596,36.755389977425565,,Basic,Partial,Semi-Arid,High,213.53141495677787
502.0,63.857662139635394,18.3777750422338,16.21840630729514,High,17.58983927672881,29.44946230030401,11.40902534047016,Advanced,Partial,Semi-Arid,High,382.14650398403586
58.0,55.330870745368756,27.013701884684842,6.034016932153941,,48.30275894683618,8.191231036613253,34.91396347969069,Advanced,Partial,Semi-Arid,Medium,397.96170669302995
240.0,68.25571051083502,33.04758841964603,191.70870752576317,Low,76.50708774746026,35.33733483298793,35.9320427558732,None,Complete,Arid,High,474.6543358793072
364.0,4.782425669098444,29.723969645433097,184.25278741998687,Low,29.934512459417917,24.107636513078447,,Comprehensive,Partial,Semi-Arid,Medium,177.68667134348232
44.0,89.38785463248693,15.358728412502717,86.48356004302161,,96.68277447252756,34.93027033550648,69.48385185946785,Comprehensive,Complete,Semi-Arid,Medium,223.6847804157402
643.0,85.60072172700418,14.461259085539057,104.1740913258396,High,76.6208811723724,39.469262911239525,68.61705693181443,Advanced,Partial,Arid,High,297.0035556177842
11.0,22.389571248777063,16.291231205922113,14.127221557671966,High,44.39130896362434,26.431641181875907,62.27102809144596,Advanced,Complete,Temperate,Low,219.87253135810596
206.0,39.47021601555064,19.74786930440767,183.7063484433728,Very High,57.632730401476046,25.18707500981532,,Advanced,Complete,Semi-Arid,,164.51332028795656
427.0,8.488723940918398,24.41358029267043,152.90450567862723,High,31.078734456507817,29.164956633708123,,Advanced,Complete,Semi-Arid,High,447.8597479066795
834.0,47.10892707817368,23.525947548806478,50.47373726651696,High,24.280403063943677,35.977485693114645,,Basic,Partial,Humid,High,104.1847973523486
382.0,68.81173045668334,26.23019106022655,270.0885759527875,,89.95905946227602,9.01869238649891,10.007141122407797,Comprehensive,Complete,Semi-Arid,Medium,230.35149289502516
300.0,88.21745547794315,20.50293980326791,72.33755161560906,Low,29.8921357669257,8.885120638117785,24.774392257887534,Advanced,Complete,Temperate,High,348.8953801072009
222.0,62.42388096894735,25.44910771599696,119.59503087865282,High,38.250385457491305,10.353505618013301,62.578485308141396,Comprehensive,Partial,Temperate,High,109.11497032623079
428.0,10.004642501211125,26.3644211428797,293.6682090554455,Medium,38.11478937147831,17.9315227095612,30.403717638055355,Advanced,Partial,Humid,Medium,156.87998605802665
619.0,65.74378459862203,24.414777568984874,259.05217304247805,Low,,38.3546159763431,1.3203911424886172,Basic,Partial,Semi-Arid,High,481.0470687187032
622.0,7.544074313428917,33.414791944012165,269.3396620696782,Medium,84.6815888894635,14.82944771004323,19.809422513101758,Comprehensive,Partial,,High,437.1290801734772
256.0,63.23682592826108,27.026207476793694,267.46043216438017,Low,31.316347858647685,8.051691886187076,76.1073842324989,Comprehensive,Partial,Semi-Arid,Medium,446.61280945245534
906.0,54.59383288375352,13.463136455287632,176.13725107414677,Medium,16.75656597607955,36.03931221714646,37.65441684284958,Basic,Complete,Temperate,High,443.3935512347071
476.0,71.71620816514347,19.174123689309166,103.75921670455139,Medium,84.05330919928075,,14.2317343524169,None,Complete,,Medium,
957.0,82.19671910873417,18.424484199470502,182.1274581169486,Medium,87.46444092904086,14.590976355425415,68.79116654890647,Basic,Complete,Arid,Medium,258.9045778263241
937.0,16.17882931630423,30.546834226789272,19.699629133702057,High,85.55229497570895,38.538968299325866,54.608314602872525,Comprehensive,,Arid,Medium,447.5724354343799
363.0,42.846236509485806,10.362571711385861,205.96029567373822,Low,64.63488741329928,14.658739117905265,4.313983849676317,Basic,Complete,Temperate,Low,96.84953346855485
323.0,90.40966606976451,22.770581116616718,30.29919478125578,High,92.47450584298998,11.54884828701282,40.781473070829925,None,Complete,Semi-Arid,Low,109.47586649229652
899.0,86.83869284060248,24.148897532407027,256.0373531573863,Very High,84.4103863904478,37.94157617960028,31.295235316374026,Advanced,Partial,Humid,High,54.67116802668479
762.0,92.34131714740788,31.37800461060358,289.1524438486215,High,67.79518432611366,5.379511078012725,48.457382073299,Comprehensive,Complete,Humid,High,453.5157416890206
796.0,11.577167951820988,,146.88052393792745,Low,26.614112279961915,14.46560182376227,61.2466015234629,None,Partial,Arid,Low,188.12740539776314
493.0,,,50.74261001603097,Very High,67.97691466105933,12.952188431099295,72.50932629505019,Advanced,Partial,Arid,Medium,434.9733946640582
335.0,22.932057347183722,15.966251259020764,73.68451274893269,Medium,84.20946736616439,11.901776980860586,74.19405856628447,Comprehensive,Complete,Semi-Arid,High,
446.0,76.8231204516329,10.438474247831156,35.140331272935775,Low,84.00021998366854,12.831036120518744,,Advanced,Partial,Arid,High,79.58070082088656
84.0,26.83987037493738,28.67355178991952,116.38264676623503,Low,58.15606963108474,25.379786150928858,64.01386089271068,Comprehensive,Partial,Arid,Medium,443.288573307476
755.0,67.19321038561372,21.989052294163606,142.53887487822044,Medium,45.06252277850345,5.978219400117659,6.5400050085141,Comprehensive,Complete,Humid,Low,299.08573334014693
742.0,60.88092080031539,33.43092408597804,200.1034047571635,Low,47.4253458668338,22.66039872596565,78.7704225704991,None,Partial,Semi-Arid,Low,70.07104123275525
796.0,70.86160344786882,34.788056334183864,229.9779101446917,Medium,58.86172876687578,24.07809887460079,77.76254477704079,,Complete,Arid,High,484.7104234973004
968.0,95.48421096450717,23.106630854386957,201.39452052895018,Low,36.11813641402894,25.363093882637163,71.64061644276688,Comprehensive,Partial,Semi-Arid,Medium,69.28358161981504
934.0,45.69018205164237,15.669072501081637,158.5682106385363,Medium,43.27220941654265,15.95819954224913,7.6960969876051255,None,,Temperate,High,487.0977631303902
594.0,23.4222187758097,18.27978954697081,,Low,32.97815062865506,23.559183906032,,Basic,Partial,Temperate,High,448.0260917055249
974.0,57.96766234191909,31.04758139825188,168.0973119451863,High,75.84878205107715,11.29476616955694,66.64247255505616,Advanced,Partial,Humid,Medium,
120.0,88.68386481767072,18.975696500190153,8.698008659327783,Very High,89.1032396817293,30.980930418536357,,Basic,Complete,Temperate,Low,271.3875240168652
72.0,48.425462167658495,12.494782901542939,98.8983932623993,Low,84.98859838800661,21.695261504006336,25.452218363297483,Advanced,Partial,Humid,Low,458.49861285921395
